Channel Title,Channel Username,ID,Message,Date,Media Path,Cleaned_Message,Tokens
Zemen Express®,@ZemenExpress,7004,"💥💥👀 ...........💥💥

📌 Electric Charcoal Burner 

👍በቀላሉ ከሰል ለማያያዝ የሚሆን
👍 አነስ ያለ ቦታ የማይዝ   
👍በኤሌክትሪክ የሚሰራ 
👍ሻይ፣ ቡና ለማፍላት የሚሆን

ዋጋ፦  💵🏷 1600 ብር ✅✅
                       

♦️ውስን ፍሬ ነው ያለው🔥🔥🔥

🏢 አድራሻ👉


📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-23 14:55:46+00:00,photos\@ZemenExpress_7004.jpg,Electric Charcoal Burner በቀላሉ ከሰል ለማያያዝ የሚሆን አነስ ያለ ቦታ የማይዝ በኤሌክትሪክ የሚሰራ ሻይ፣ ቡና ለማፍላት የሚሆን ዋጋ 1600 ብር ውስን ፍሬ ነው ያለው አድራሻ መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ S05S06 0902660722 0928460606 በTelegram ለማዘዝ ይጠቀሙ zemencallcenter zemenexpressadmin ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን httpstelegrammezemenexpress,"['Electric', 'Charcoal', 'Burner', 'በቀላሉ', 'ከሰል', 'ለማያያዝ', 'የሚሆን', 'አነስ', 'ያለ', 'ቦታ', 'የማይዝ', 'በኤሌክትሪክ', 'የሚሰራ', 'ሻይ፣', 'ቡና', 'ለማፍላት', 'የሚሆን', 'ዋጋ', '1600', 'ብር', 'ውስን', 'ፍሬ', 'ነው', 'ያለው', 'አድራሻ', 'መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ', 'ቢሮ', 'ቁ', 'S05S06', '0902660722', '0928460606', 'በTelegram', 'ለማዘዝ', 'ይጠቀሙ', 'zemencallcenter', 'zemenexpressadmin', 'ለተጨማሪ', 'ማብራሪያ', 'የቴሌግራም', 'ገፃችን', 'httpstelegrammezemenexpress']"
Zemen Express®,@ZemenExpress,7000,"💥💥👀 ...........💥💥

📌 Electric Charcoal Burner 

👍በቀላሉ ከሰል ለማያያዝ የሚሆን
👍 አነስ ያለ ቦታ የማይዝ   
👍በኤሌክትሪክ የሚሰራ 
👍ሻይ፣ ቡና ለማፍላት የሚሆን

ዋጋ፦  💵🏷 1600 ብር ✅✅
                       

♦️ውስን ፍሬ ነው ያለው🔥🔥🔥

🏢 አድራሻ👉


📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-23 14:55:40+00:00,photos\@ZemenExpress_7000.jpg,Electric Charcoal Burner በቀላሉ ከሰል ለማያያዝ የሚሆን አነስ ያለ ቦታ የማይዝ በኤሌክትሪክ የሚሰራ ሻይ፣ ቡና ለማፍላት የሚሆን ዋጋ 1600 ብር ውስን ፍሬ ነው ያለው አድራሻ መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ S05S06 0902660722 0928460606 በTelegram ለማዘዝ ይጠቀሙ zemencallcenter zemenexpressadmin ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን httpstelegrammezemenexpress,"['Electric', 'Charcoal', 'Burner', 'በቀላሉ', 'ከሰል', 'ለማያያዝ', 'የሚሆን', 'አነስ', 'ያለ', 'ቦታ', 'የማይዝ', 'በኤሌክትሪክ', 'የሚሰራ', 'ሻይ፣', 'ቡና', 'ለማፍላት', 'የሚሆን', 'ዋጋ', '1600', 'ብር', 'ውስን', 'ፍሬ', 'ነው', 'ያለው', 'አድራሻ', 'መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ', 'ቢሮ', 'ቁ', 'S05S06', '0902660722', '0928460606', 'በTelegram', 'ለማዘዝ', 'ይጠቀሙ', 'zemencallcenter', 'zemenexpressadmin', 'ለተጨማሪ', 'ማብራሪያ', 'የቴሌግራም', 'ገፃችን', 'httpstelegrammezemenexpress']"
Zemen Express®,@ZemenExpress,6999,"💥💥👀 ...........💥💥

📌 Electric Charcoal Burner 

👍በቀላሉ ከሰል ለማያያዝ የሚሆን
👍 አነስ ያለ ቦታ የማይዝ   
👍በኤሌክትሪክ የሚሰራ 
👍ሻይ፣ ቡና ለማፍላት የሚሆን

ዋጋ፦  💵🏷 1600 ብር ✅✅
                       

♦️ውስን ፍሬ ነው ያለው🔥🔥🔥

🏢 አድራሻ👉


📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-23 14:55:30+00:00,,Electric Charcoal Burner በቀላሉ ከሰል ለማያያዝ የሚሆን አነስ ያለ ቦታ የማይዝ በኤሌክትሪክ የሚሰራ ሻይ፣ ቡና ለማፍላት የሚሆን ዋጋ 1600 ብር ውስን ፍሬ ነው ያለው አድራሻ መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ S05S06 0902660722 0928460606 በTelegram ለማዘዝ ይጠቀሙ zemencallcenter zemenexpressadmin ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን httpstelegrammezemenexpress,"['Electric', 'Charcoal', 'Burner', 'በቀላሉ', 'ከሰል', 'ለማያያዝ', 'የሚሆን', 'አነስ', 'ያለ', 'ቦታ', 'የማይዝ', 'በኤሌክትሪክ', 'የሚሰራ', 'ሻይ፣', 'ቡና', 'ለማፍላት', 'የሚሆን', 'ዋጋ', '1600', 'ብር', 'ውስን', 'ፍሬ', 'ነው', 'ያለው', 'አድራሻ', 'መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ', 'ቢሮ', 'ቁ', 'S05S06', '0902660722', '0928460606', 'በTelegram', 'ለማዘዝ', 'ይጠቀሙ', 'zemencallcenter', 'zemenexpressadmin', 'ለተጨማሪ', 'ማብራሪያ', 'የቴሌግራም', 'ገፃችን', 'httpstelegrammezemenexpress']"
Zemen Express®,@ZemenExpress,6995,"💥💥...................................💥💥

📌Food mould Tool

👍ስድስት አይነት ቅርጽ

ዋጋ፦  💵🏷 700 ብር

♦️ውስን ፍሬ ነው ያለው🔥🔥🔥

🏢 አድራሻ👉

📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-23 08:23:14+00:00,photos\@ZemenExpress_6995.jpg,Food mould Tool ስድስት አይነት ቅርጽ ዋጋ 700 ብር ውስን ፍሬ ነው ያለው አድራሻ መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ S05S06 0902660722 0928460606 በTelegram ለማዘዝ ይጠቀሙ zemencallcenter zemenexpressadmin ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን httpstelegrammezemenexpress,"['Food', 'mould', 'Tool', 'ስድስት', 'አይነት', 'ቅርጽ', 'ዋጋ', '700', 'ብር', 'ውስን', 'ፍሬ', 'ነው', 'ያለው', 'አድራሻ', 'መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ', 'ቢሮ', 'ቁ', 'S05S06', '0902660722', '0928460606', 'በTelegram', 'ለማዘዝ', 'ይጠቀሙ', 'zemencallcenter', 'zemenexpressadmin', 'ለተጨማሪ', 'ማብራሪያ', 'የቴሌግራም', 'ገፃችን', 'httpstelegrammezemenexpress']"
Zemen Express®,@ZemenExpress,6991,"💥💥...................................💥💥

📌Saachi Electric Kettle

👍Borosilicate Glass Body
👍Overheat protection
👍Automatic switch off
👍2200w

ዋጋ፦  💲🏷 2700  ብር ✅

♦️ውስን ፍሬ ነው ያለው🔥🔥🔥

🏢 አድራሻ👉

📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-21 16:35:51+00:00,photos\@ZemenExpress_6991.jpg,Saachi Electric Kettle Borosilicate Glass Body Overheat protection Automatic switch off 2200w ዋጋ 2700 ብር ውስን ፍሬ ነው ያለው አድራሻ መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ S05S06 0902660722 0928460606 በTelegram ለማዘዝ ይጠቀሙ zemencallcenter zemenexpressadmin ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን httpstelegrammezemenexpress,"['Saachi', 'Electric', 'Kettle', 'Borosilicate', 'Glass', 'Body', 'Overheat', 'protection', 'Automatic', 'switch', 'off', '2200w', 'ዋጋ', '2700', 'ብር', 'ውስን', 'ፍሬ', 'ነው', 'ያለው', 'አድራሻ', 'መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ', 'ቢሮ', 'ቁ', 'S05S06', '0902660722', '0928460606', 'በTelegram', 'ለማዘዝ', 'ይጠቀሙ', 'zemencallcenter', 'zemenexpressadmin', 'ለተጨማሪ', 'ማብራሪያ', 'የቴሌግራም', 'ገፃችን', 'httpstelegrammezemenexpress']"
Zemen Express®,@ZemenExpress,6987,"💥💥...................................💥💥

3pcs Bottle Stopper 

👍በማንኛውም ጠርሙስ ጫፍ የሚገጠም 
👍ለዘይት እና መሰል ነገሮች መቀነሻ የሚሆን
👍በአግባቡ እየመጠንን ለመጠቀም ተመራጭ

ዋጋ፦  💲🏷  3ፍሬ➡️ 400 ብር

♦️ውስን ፍሬ ነው ያለው 🔥🔥🔥

🏢 አድራሻ👉

📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-21 08:07:31+00:00,photos\@ZemenExpress_6987.jpg,3pcs Bottle Stopper በማንኛውም ጠርሙስ ጫፍ የሚገጠም ለዘይት እና መሰል ነገሮች መቀነሻ የሚሆን በአግባቡ እየመጠንን ለመጠቀም ተመራጭ ዋጋ 3ፍሬ 400 ብር ውስን ፍሬ ነው ያለው አድራሻ መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ S05S06 0902660722 0928460606 በTelegram ለማዘዝ ይጠቀሙ zemencallcenter zemenexpressadmin ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን httpstelegrammezemenexpress,"['3pcs', 'Bottle', 'Stopper', 'በማንኛውም', 'ጠርሙስ', 'ጫፍ', 'የሚገጠም', 'ለዘይት', 'እና', 'መሰል', 'ነገሮች', 'መቀነሻ', 'የሚሆን', 'በአግባቡ', 'እየመጠንን', 'ለመጠቀም', 'ተመራጭ', 'ዋጋ', '3ፍሬ', '400', 'ብር', 'ውስን', 'ፍሬ', 'ነው', 'ያለው', 'አድራሻ', 'መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ', 'ቢሮ', 'ቁ', 'S05S06', '0902660722', '0928460606', 'በTelegram', 'ለማዘዝ', 'ይጠቀሙ', 'zemencallcenter', 'zemenexpressadmin', 'ለተጨማሪ', 'ማብራሪያ', 'የቴሌግራም', 'ገፃችን', 'httpstelegrammezemenexpress']"
Zemen Express®,@ZemenExpress,6986,"💥💥...................................💥💥

3pcs Bottle Stopper 

👍በማንኛውም ጠርሙስ ጫፍ የሚገጠም 
👍ለዘይት እና መሰል ነገሮች መቀነሻ የሚሆን
👍በአግባቡ እየመጠንን ለመጠቀም ተመራጭ

ዋጋ፦  💲🏷  3ፍሬ➡️ 400 ብር

♦️ውስን ፍሬ ነው ያለው 🔥🔥🔥

🏢 አድራሻ👉

📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-21 08:07:11+00:00,,3pcs Bottle Stopper በማንኛውም ጠርሙስ ጫፍ የሚገጠም ለዘይት እና መሰል ነገሮች መቀነሻ የሚሆን በአግባቡ እየመጠንን ለመጠቀም ተመራጭ ዋጋ 3ፍሬ 400 ብር ውስን ፍሬ ነው ያለው አድራሻ መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ S05S06 0902660722 0928460606 በTelegram ለማዘዝ ይጠቀሙ zemencallcenter zemenexpressadmin ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን httpstelegrammezemenexpress,"['3pcs', 'Bottle', 'Stopper', 'በማንኛውም', 'ጠርሙስ', 'ጫፍ', 'የሚገጠም', 'ለዘይት', 'እና', 'መሰል', 'ነገሮች', 'መቀነሻ', 'የሚሆን', 'በአግባቡ', 'እየመጠንን', 'ለመጠቀም', 'ተመራጭ', 'ዋጋ', '3ፍሬ', '400', 'ብር', 'ውስን', 'ፍሬ', 'ነው', 'ያለው', 'አድራሻ', 'መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ', 'ቢሮ', 'ቁ', 'S05S06', '0902660722', '0928460606', 'በTelegram', 'ለማዘዝ', 'ይጠቀሙ', 'zemencallcenter', 'zemenexpressadmin', 'ለተጨማሪ', 'ማብራሪያ', 'የቴሌግራም', 'ገፃችን', 'httpstelegrammezemenexpress']"
Zemen Express®,@ZemenExpress,6985,"💥💥...................................💥💥

📌1 pairs Sneaker Crease Protector

ዋጋ፦  💵🏷 400 ብር

♦️ውስን ፍሬ ነው ያለው🔥🔥🔥

🏢 አድራሻ👉

📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-21 05:42:46+00:00,photos\@ZemenExpress_6985.jpg,1 pairs Sneaker Crease Protector ዋጋ 400 ብር ውስን ፍሬ ነው ያለው አድራሻ መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ S05S06 0902660722 0928460606 በTelegram ለማዘዝ ይጠቀሙ zemencallcenter zemenexpressadmin ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን httpstelegrammezemenexpress,"['1', 'pairs', 'Sneaker', 'Crease', 'Protector', 'ዋጋ', '400', 'ብር', 'ውስን', 'ፍሬ', 'ነው', 'ያለው', 'አድራሻ', 'መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ', 'ቢሮ', 'ቁ', 'S05S06', '0902660722', '0928460606', 'በTelegram', 'ለማዘዝ', 'ይጠቀሙ', 'zemencallcenter', 'zemenexpressadmin', 'ለተጨማሪ', 'ማብራሪያ', 'የቴሌግራም', 'ገፃችን', 'httpstelegrammezemenexpress']"
Zemen Express®,@ZemenExpress,6983,"💥💥...................................💥💥

📌1 pairs Sneaker Crease Protector

ዋጋ፦  💵🏷 400 ብር

♦️ውስን ፍሬ ነው ያለው🔥🔥🔥

🏢 አድራሻ👉

📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-21 05:42:19+00:00,photos\@ZemenExpress_6983.jpg,1 pairs Sneaker Crease Protector ዋጋ 400 ብር ውስን ፍሬ ነው ያለው አድራሻ መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ S05S06 0902660722 0928460606 በTelegram ለማዘዝ ይጠቀሙ zemencallcenter zemenexpressadmin ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን httpstelegrammezemenexpress,"['1', 'pairs', 'Sneaker', 'Crease', 'Protector', 'ዋጋ', '400', 'ብር', 'ውስን', 'ፍሬ', 'ነው', 'ያለው', 'አድራሻ', 'መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ', 'ቢሮ', 'ቁ', 'S05S06', '0902660722', '0928460606', 'በTelegram', 'ለማዘዝ', 'ይጠቀሙ', 'zemencallcenter', 'zemenexpressadmin', 'ለተጨማሪ', 'ማብራሪያ', 'የቴሌግራም', 'ገፃችን', 'httpstelegrammezemenexpress']"
Zemen Express®,@ZemenExpress,6982,"💥💥...................................💥💥

📌Imitation Volcano Humidifier with LED Light

👍በኤሌክትሪክ:የሚሰራ ለቤት መልካም መዓዛን የሚሰጥ

ዋጋ፦  💲🏷  1400 ብር

📍ውስን ፍሬ ነው ያለን🔥🔥🔥

🏢 አድራሻ👉

📍♦️#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ. S05/S06


     💧💧💧💧


    📲 0902660722
    📲 0928460606 

🔖
💬በTelegram ለማዘዝ ⤵️ ይጠቀሙ🔽

@zemencallcenter 

@zemenexpressadmin

ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://telegram.me/zemenexpress

💥💥...................................💥💥",2025-06-18 06:01:10+00:00,,Imitation Volcano Humidifier with LED Light በኤሌክትሪክየሚሰራ ለቤት መልካም መዓዛን የሚሰጥ ዋጋ 1400 ብር ውስን ፍሬ ነው ያለን አድራሻ መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ ቢሮ ቁ S05S06 0902660722 0928460606 በTelegram ለማዘዝ ይጠቀሙ zemencallcenter zemenexpressadmin ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን httpstelegrammezemenexpress,"['Imitation', 'Volcano', 'Humidifier', 'with', 'LED', 'Light', 'በኤሌክትሪክየሚሰራ', 'ለቤት', 'መልካም', 'መዓዛን', 'የሚሰጥ', 'ዋጋ', '1400', 'ብር', 'ውስን', 'ፍሬ', 'ነው', 'ያለን', 'አድራሻ', 'መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ', 'ቢሮ', 'ቁ', 'S05S06', '0902660722', '0928460606', 'በTelegram', 'ለማዘዝ', 'ይጠቀሙ', 'zemencallcenter', 'zemenexpressadmin', 'ለተጨማሪ', 'ማብራሪያ', 'የቴሌግራም', 'ገፃችን', 'httpstelegrammezemenexpress']"
